oid,oname,olon,olat,did,dname,dlon,dlat,flow
22,SIHUIDONG,116.5096417,39.90742897,280,TONGZHOU BEIYUAN,116.631396,39.9026496,20292
22,SIHUIDONG,116.5096417,39.90742897,281,TUQIAO,116.680155,39.87083108,10634
22,SIHUIDONG,116.5096417,39.90742897,283,COMMUNICATION UNIVERSITY OF CHINA,116.5490198,39.90820929,4400
22,SIHUIDONG,116.5096417,39.90742897,284,BALIQIAO,116.6129115,39.90502175,3302
22,SIHUIDONG,116.5096417,39.90742897,285,LIYUAN,116.6628002,39.88256077,14244
22,SIHUIDONG,116.5096417,39.90742897,286,LINHELI,116.6729512,39.87424812,9165
22,SIHUIDONG,116.5096417,39.90742897,287,JIUKESHU,116.651609,39.88913972,9500
22,SIHUIDONG,116.5096417,39.90742897,288,GUOYUAN,116.6407944,39.89224415,9449
22,SIHUIDONG,116.5096417,39.90742897,289,GUANZHUANG,116.5935534,39.9080535,6852
23,SIHUI,116.4895521,39.90752942,1,MUXIDI,116.3313326,39.90614419,3871
23,SIHUI,116.4895521,39.90752942,2,GUCHENG,116.1844542,39.90615316,3407
23,SIHUI,116.4895521,39.90752942,3,TIAN'ANMENDONG,116.3952964,39.90633242,3649
23,SIHUI,116.4895521,39.90752942,5,YONG'ANLI,116.4443122,39.90717995,11238
23,SIHUI,116.4895521,39.90752942,6,WANSHOU LU,116.2889118,39.9062128,3150
23,SIHUI,116.4895521,39.90752942,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,3914
23,SIHUI,116.4895521,39.90752942,8,BABAOSHAN,116.229788,39.90620494,5528
23,SIHUI,116.4895521,39.90752942,9,YUQUAN LU,116.246972,39.90623347,5442
23,SIHUI,116.4895521,39.90752942,10,WANGFUJING,116.4053829,39.90671491,9930
23,SIHUI,116.4895521,39.90752942,11,PINGGUOYUAN,116.1718633,39.92493926,7319
23,SIHUI,116.4895521,39.90752942,12,NANLISHI LU,116.3464013,39.90589965,5875
23,SIHUI,116.4895521,39.90752942,13,WUKESONG,116.2682454,39.90627676,7146
23,SIHUI,116.4895521,39.90752942,14,FUXINGMEN,116.3509955,39.90587914,8234
23,SIHUI,116.4895521,39.90752942,15,JIANGUOMEN,116.4292136,39.90722615,7707
23,SIHUI,116.4895521,39.90752942,16,XIDAN,116.3692188,39.90584314,10271
23,SIHUI,116.4895521,39.90752942,17,DONGDAN,116.4127131,39.90691559,8091
23,SIHUI,116.4895521,39.90752942,18,MILITARY MUSEUM,116.3166219,39.90626108,3176
23,SIHUI,116.4895521,39.90752942,19,GUOMAO,116.4545695,39.90745797,15642
23,SIHUI,116.4895521,39.90752942,20,GONGZHUFEN,116.3041576,39.90643003,2596
23,SIHUI,116.4895521,39.90752942,21,DAWANG LU,116.4708955,39.9075473,12920
23,SIHUI,116.4895521,39.90752942,22,SIHUIDONG,116.5096417,39.90742897,3981
23,SIHUI,116.4895521,39.90752942,26,DONGSI SHITIAO,116.4279143,39.93253957,4281
23,SIHUI,116.4895521,39.90752942,27,JISHUITAN,116.3664839,39.94733224,5859
23,SIHUI,116.4895521,39.90752942,28,FUCHENGMEN,116.3500586,39.922394,3476
23,SIHUI,116.4895521,39.90752942,30,ZHANGCHUN JIE,116.3571623,39.89808465,2113
23,SIHUI,116.4895521,39.90752942,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,5205
23,SIHUI,116.4895521,39.90752942,33,XIZHIMEN,116.3486802,39.93936227,3543
23,SIHUI,116.4895521,39.90752942,34,LAMA TEMPLE,116.4104652,39.94749011,2294
23,SIHUI,116.4895521,39.90752942,35,CHONGWENMEN,116.4117659,39.89955765,3887
23,SIHUI,116.4895521,39.90752942,36,CHAOYANGMEN,116.427473,39.92315025,5312
23,SIHUI,116.4895521,39.90752942,39,DONGZHIMEN,116.4286341,39.94048014,7547
23,SIHUI,116.4895521,39.90752942,60,XINGONG,116.3593883,39.81101692,2227
23,SIHUI,116.4895521,39.90752942,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,5015
23,SIHUI,116.4895521,39.90752942,72,LIUJIAYAO,116.4158731,39.85615782,2037
23,SIHUI,116.4895521,39.90752942,75,TIANTONGYUAN NORTH,116.406713,40.08191323,3787
23,SIHUI,116.4895521,39.90752942,83,TIANTONGYUAN,116.4065705,40.07379572,2759
23,SIHUI,116.4895521,39.90752942,88,SONGJIAZHUANG,116.4221974,39.84431807,3524
23,SIHUI,116.4895521,39.90752942,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,5912
23,SIHUI,116.4895521,39.90752942,144,SHUANGJING,116.4563824,39.89218894,2741
23,SIHUI,116.4895521,39.90752942,145,JIULONGSHAN,116.4720254,39.89224055,2122
23,SIHUI,116.4895521,39.90752942,177,LIULIQIAODONG,116.3092065,39.88604319,2283
23,SIHUI,116.4895521,39.90752942,191,JINGSONG,116.4552348,39.88304232,3159
23,SIHUI,116.4895521,39.90752942,198,LIANGMAQIAO,116.4559866,39.94802739,2676
23,SIHUI,116.4895521,39.90752942,199,CHENGSHOUSI,116.4415381,39.84437995,2097
23,SIHUI,116.4895521,39.90752942,203,PANJIAYUAN,116.4549629,39.87455104,2709
23,SIHUI,116.4895521,39.90752942,208,TUANJIEHU,116.4555894,39.9324067,2645
23,SIHUI,116.4895521,39.90752942,213,SHILIHE,116.4522277,39.86452173,4022
23,SIHUI,116.4895521,39.90752942,216,SANYUANQIAO,116.4507888,39.95988325,2692
23,SIHUI,116.4895521,39.90752942,229,JIANGTAI,116.4839675,39.96971125,2622
23,SIHUI,116.4895521,39.90752942,237,WANGJINGNAN,116.4758175,39.98338356,2038
23,SIHUI,116.4895521,39.90752942,279,SHUANGQIAO,116.5709349,39.90918577,8034
23,SIHUI,116.4895521,39.90752942,280,TONGZHOU BEIYUAN,116.631396,39.9026496,12639
23,SIHUI,116.4895521,39.90752942,281,TUQIAO,116.680155,39.87083108,18321
23,SIHUI,116.4895521,39.90752942,282,GAOBEIDIAN,116.525721,39.90838208,2343
23,SIHUI,116.4895521,39.90752942,283,COMMUNICATION UNIVERSITY OF CHINA,116.5490198,39.90820929,6078
23,SIHUI,116.4895521,39.90752942,284,BALIQIAO,116.6129115,39.90502175,3098
23,SIHUI,116.4895521,39.90752942,285,LIYUAN,116.6628002,39.88256077,19862
23,SIHUI,116.4895521,39.90752942,286,LINHELI,116.6729512,39.87424812,13203
23,SIHUI,116.4895521,39.90752942,287,JIUKESHU,116.651609,39.88913972,10952
23,SIHUI,116.4895521,39.90752942,288,GUOYUAN,116.6407944,39.89224415,10934
23,SIHUI,116.4895521,39.90752942,289,GUANZHUANG,116.5935534,39.9080535,7697
24,ANDINGMEN,116.4019685,39.9477211,5,YONG'ANLI,116.4443122,39.90717995,2061
24,ANDINGMEN,116.4019685,39.9477211,8,BABAOSHAN,116.229788,39.90620494,2046
24,ANDINGMEN,116.4019685,39.9477211,12,NANLISHI LU,116.3464013,39.90589965,2004
24,ANDINGMEN,116.4019685,39.9477211,13,WUKESONG,116.2682454,39.90627676,2298
24,ANDINGMEN,116.4019685,39.9477211,14,FUXINGMEN,116.3509955,39.90587914,6211
24,ANDINGMEN,116.4019685,39.9477211,15,JIANGUOMEN,116.4292136,39.90722615,4115
24,ANDINGMEN,116.4019685,39.9477211,16,XIDAN,116.3692188,39.90584314,2846
24,ANDINGMEN,116.4019685,39.9477211,19,GUOMAO,116.4545695,39.90745797,3695
24,ANDINGMEN,116.4019685,39.9477211,21,DAWANG LU,116.4708955,39.9075473,3935
24,ANDINGMEN,116.4019685,39.9477211,23,SIHUI,116.4895521,39.90752942,2031
24,ANDINGMEN,116.4019685,39.9477211,25,HEPINGMEN,116.3779647,39.89873034,2405
24,ANDINGMEN,116.4019685,39.9477211,26,DONGSI SHITIAO,116.4279143,39.93253957,5185
24,ANDINGMEN,116.4019685,39.9477211,27,JISHUITAN,116.3664839,39.94733224,5735
24,ANDINGMEN,116.4019685,39.9477211,28,FUCHENGMEN,116.3500586,39.922394,8725
24,ANDINGMEN,116.4019685,39.9477211,29,QIANMEN,116.3916529,39.89878415,2830
24,ANDINGMEN,116.4019685,39.9477211,30,ZHANGCHUN JIE,116.3571623,39.89808465,9887
24,ANDINGMEN,116.4019685,39.9477211,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,6453
24,ANDINGMEN,116.4019685,39.9477211,32,XUANWUMEN,116.3681505,39.89841486,3297
24,ANDINGMEN,116.4019685,39.9477211,33,XIZHIMEN,116.3486802,39.93936227,7876
24,ANDINGMEN,116.4019685,39.9477211,35,CHONGWENMEN,116.4117659,39.89955765,4849
24,ANDINGMEN,116.4019685,39.9477211,36,CHAOYANGMEN,116.427473,39.92315025,6486
24,ANDINGMEN,116.4019685,39.9477211,37,CHEGONGZHUANG,116.3491259,39.93123702,3646
24,ANDINGMEN,116.4019685,39.9477211,39,DONGZHIMEN,116.4286341,39.94048014,11242
24,ANDINGMEN,116.4019685,39.9477211,52,TAORANTING,116.3681906,39.87715307,2164
24,ANDINGMEN,116.4019685,39.9477211,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,4136
24,ANDINGMEN,116.4019685,39.9477211,96,QINGNIAN LU,116.5109998,39.9219475,2468
24,ANDINGMEN,116.4019685,39.9477211,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,2215
25,HEPINGMEN,116.3779647,39.89873034,14,FUXINGMEN,116.3509955,39.90587914,2827
25,HEPINGMEN,116.3779647,39.89873034,15,JIANGUOMEN,116.4292136,39.90722615,3491
25,HEPINGMEN,116.3779647,39.89873034,19,GUOMAO,116.4545695,39.90745797,2489
25,HEPINGMEN,116.3779647,39.89873034,21,DAWANG LU,116.4708955,39.9075473,2121
25,HEPINGMEN,116.3779647,39.89873034,24,ANDINGMEN,116.4019685,39.9477211,2464
25,HEPINGMEN,116.3779647,39.89873034,26,DONGSI SHITIAO,116.4279143,39.93253957,5737
25,HEPINGMEN,116.3779647,39.89873034,27,JISHUITAN,116.3664839,39.94733224,7262
25,HEPINGMEN,116.3779647,39.89873034,28,FUCHENGMEN,116.3500586,39.922394,6599
25,HEPINGMEN,116.3779647,39.89873034,30,ZHANGCHUN JIE,116.3571623,39.89808465,3351
25,HEPINGMEN,116.3779647,39.89873034,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,5700
25,HEPINGMEN,116.3779647,39.89873034,33,XIZHIMEN,116.3486802,39.93936227,5219
25,HEPINGMEN,116.3779647,39.89873034,34,LAMA TEMPLE,116.4104652,39.94749011,2282
25,HEPINGMEN,116.3779647,39.89873034,35,CHONGWENMEN,116.4117659,39.89955765,5504
25,HEPINGMEN,116.3779647,39.89873034,36,CHAOYANGMEN,116.427473,39.92315025,6019
25,HEPINGMEN,116.3779647,39.89873034,37,CHEGONGZHUANG,116.3491259,39.93123702,4042
25,HEPINGMEN,116.3779647,39.89873034,38,GULOUDAJIE,116.3876085,39.94687906,2290
25,HEPINGMEN,116.3779647,39.89873034,39,DONGZHIMEN,116.4286341,39.94048014,12968
26,DONGSI SHITIAO,116.4279143,39.93253957,1,MUXIDI,116.3313326,39.90614419,2009
26,DONGSI SHITIAO,116.4279143,39.93253957,5,YONG'ANLI,116.4443122,39.90717995,2164
26,DONGSI SHITIAO,116.4279143,39.93253957,6,WANSHOU LU,116.2889118,39.9062128,2205
26,DONGSI SHITIAO,116.4279143,39.93253957,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,2597
26,DONGSI SHITIAO,116.4279143,39.93253957,8,BABAOSHAN,116.229788,39.90620494,3705
26,DONGSI SHITIAO,116.4279143,39.93253957,9,YUQUAN LU,116.246972,39.90623347,3430
26,DONGSI SHITIAO,116.4279143,39.93253957,10,WANGFUJING,116.4053829,39.90671491,2895
26,DONGSI SHITIAO,116.4279143,39.93253957,13,WUKESONG,116.2682454,39.90627676,4315
26,DONGSI SHITIAO,116.4279143,39.93253957,14,FUXINGMEN,116.3509955,39.90587914,4154
26,DONGSI SHITIAO,116.4279143,39.93253957,15,JIANGUOMEN,116.4292136,39.90722615,3583
26,DONGSI SHITIAO,116.4279143,39.93253957,16,XIDAN,116.3692188,39.90584314,3880
26,DONGSI SHITIAO,116.4279143,39.93253957,19,GUOMAO,116.4545695,39.90745797,7466
26,DONGSI SHITIAO,116.4279143,39.93253957,21,DAWANG LU,116.4708955,39.9075473,6625
26,DONGSI SHITIAO,116.4279143,39.93253957,22,SIHUIDONG,116.5096417,39.90742897,3148
26,DONGSI SHITIAO,116.4279143,39.93253957,23,SIHUI,116.4895521,39.90752942,4381
26,DONGSI SHITIAO,116.4279143,39.93253957,24,ANDINGMEN,116.4019685,39.9477211,4846
26,DONGSI SHITIAO,116.4279143,39.93253957,25,HEPINGMEN,116.3779647,39.89873034,5529
26,DONGSI SHITIAO,116.4279143,39.93253957,27,JISHUITAN,116.3664839,39.94733224,13779
26,DONGSI SHITIAO,116.4279143,39.93253957,28,FUCHENGMEN,116.3500586,39.922394,6196
26,DONGSI SHITIAO,116.4279143,39.93253957,29,QIANMEN,116.3916529,39.89878415,5796
26,DONGSI SHITIAO,116.4279143,39.93253957,30,ZHANGCHUN JIE,116.3571623,39.89808465,14056
26,DONGSI SHITIAO,116.4279143,39.93253957,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,6464
26,DONGSI SHITIAO,116.4279143,39.93253957,32,XUANWUMEN,116.3681505,39.89841486,5273
26,DONGSI SHITIAO,116.4279143,39.93253957,33,XIZHIMEN,116.3486802,39.93936227,10217
26,DONGSI SHITIAO,116.4279143,39.93253957,34,LAMA TEMPLE,116.4104652,39.94749011,3204
26,DONGSI SHITIAO,116.4279143,39.93253957,35,CHONGWENMEN,116.4117659,39.89955765,12021
26,DONGSI SHITIAO,116.4279143,39.93253957,36,CHAOYANGMEN,116.427473,39.92315025,3920
26,DONGSI SHITIAO,116.4279143,39.93253957,37,CHEGONGZHUANG,116.3491259,39.93123702,2197
26,DONGSI SHITIAO,116.4279143,39.93253957,38,GULOUDAJIE,116.3876085,39.94687906,4316
26,DONGSI SHITIAO,116.4279143,39.93253957,39,DONGZHIMEN,116.4286341,39.94048014,8720
26,DONGSI SHITIAO,116.4279143,39.93253957,40,ZAOYUAN,116.3262217,39.75208593,2035
26,DONGSI SHITIAO,116.4279143,39.93253957,46,RENMIN UNIVERSITY,116.3153886,39.96566542,2588
26,DONGSI SHITIAO,116.4279143,39.93253957,48,GONGYI XIQIAO,116.3645872,39.83493607,2246
26,DONGSI SHITIAO,116.4279143,39.93253957,52,TAORANTING,116.3681906,39.87715307,2740
26,DONGSI SHITIAO,116.4279143,39.93253957,53,XIHONGMEN,116.3224586,39.78843218,2725
26,DONGSI SHITIAO,116.4279143,39.93253957,54,HUANGCUN XIDAJIE,116.3263848,39.73039294,2063
26,DONGSI SHITIAO,116.4279143,39.93253957,60,XINGONG,116.3593883,39.81101692,3772
26,DONGSI SHITIAO,116.4279143,39.93253957,64,WEIGONGCUN,116.3171699,39.95637838,2212
26,DONGSI SHITIAO,116.4279143,39.93253957,69,JIAOMEN WEST,116.3649343,39.84452533,2089
26,DONGSI SHITIAO,116.4279143,39.93253957,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,5857
26,DONGSI SHITIAO,116.4279143,39.93253957,72,LIUJIAYAO,116.4158731,39.85615782,4057
26,DONGSI SHITIAO,116.4279143,39.93253957,73,LISHUIQIAO SOUTH,116.4083217,40.04048875,2227
26,DONGSI SHITIAO,116.4279143,39.93253957,75,TIANTONGYUAN NORTH,116.406713,40.08191323,5460
26,DONGSI SHITIAO,116.4279143,39.93253957,77,TIANTONGYUAN SOUTH,116.4064597,40.0650715,2043
26,DONGSI SHITIAO,116.4279143,39.93253957,79,HEPING XIQIAO,116.411782,39.96689223,2116
26,DONGSI SHITIAO,116.4279143,39.93253957,80,BEIYUANLU NORTH,116.4118542,40.02921578,2272
26,DONGSI SHITIAO,116.4279143,39.93253957,83,TIANTONGYUAN,116.4065705,40.07379572,5346
26,DONGSI SHITIAO,116.4279143,39.93253957,84,HUIXIN XIJIE BEIKOU,116.4108416,39.98652263,2911
26,DONGSI SHITIAO,116.4279143,39.93253957,88,SONGJIAZHUANG,116.4221974,39.84431807,5912
26,DONGSI SHITIAO,116.4279143,39.93253957,89,LISHUIQIAO,116.4056246,40.05155897,3662
26,DONGSI SHITIAO,116.4279143,39.93253957,90,PUHUANGYU,116.4161843,39.86415384,3688
26,DONGSI SHITIAO,116.4279143,39.93253957,91,DATUNLUDONG,116.411875,40.00199927,2360
26,DONGSI SHITIAO,116.4279143,39.93253957,92,CAOFANG,116.6102857,39.9235208,4022
26,DONGSI SHITIAO,116.4279143,39.93253957,96,QINGNIAN LU,116.5109998,39.9219475,5402
26,DONGSI SHITIAO,116.4279143,39.93253957,99,BEIYUNHEXI,116.6822499,39.90196882,3652
26,DONGSI SHITIAO,116.4279143,39.93253957,100,SHILIPU,116.4960785,39.921824,2976
26,DONGSI SHITIAO,116.4279143,39.93253957,102,TONGZHOU BEIGUAN,116.6557478,39.91735694,3666
26,DONGSI SHITIAO,116.4279143,39.93253957,104,HUANGQU,116.5725181,39.92324413,3335
26,DONGSI SHITIAO,116.4279143,39.93253957,106,DALIANPO,116.557871,39.92299787,2634
26,DONGSI SHITIAO,116.4279143,39.93253957,107,CHANGYING,116.5937924,39.92468758,5235
26,DONGSI SHITIAO,116.4279143,39.93253957,112,WUZI XUEYUAN LU,116.6336842,39.92566142,4605
26,DONGSI SHITIAO,116.4279143,39.93253957,113,HAIDIAN WULUJU,116.2705479,39.9310402,2421
26,DONGSI SHITIAO,116.4279143,39.93253957,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,2867
26,DONGSI SHITIAO,116.4279143,39.93253957,144,SHUANGJING,116.4563824,39.89218894,2292
26,DONGSI SHITIAO,116.4279143,39.93253957,170,YUXIN,116.3409795,40.05900668,2024
26,DONGSI SHITIAO,116.4279143,39.93253957,172,HUOYING,116.3538927,40.06988967,3471
26,DONGSI SHITIAO,116.4279143,39.93253957,211,SHAOYAOJU,116.4305861,39.97600397,2756
26,DONGSI SHITIAO,116.4279143,39.93253957,213,SHILIHE,116.4522277,39.86452173,2843
26,DONGSI SHITIAO,116.4279143,39.93253957,218,LONGZE,116.3136123,40.06951737,2140
26,DONGSI SHITIAO,116.4279143,39.93253957,219,SHANGDI,116.3141538,40.03158092,2530
26,DONGSI SHITIAO,116.4279143,39.93253957,220,WUDAOKOU,116.331629,39.99157505,2779
26,DONGSI SHITIAO,116.4279143,39.93253957,222,BEIYUAN,116.4284859,40.04161588,2999
26,DONGSI SHITIAO,116.4279143,39.93253957,223,HUILONGGUAN,116.3298854,40.069434,2623
26,DONGSI SHITIAO,116.4279143,39.93253957,228,XI'ERQI,116.2999944,40.05169386,2275
26,DONGSI SHITIAO,116.4279143,39.93253957,279,SHUANGQIAO,116.5709349,39.90918577,2392
26,DONGSI SHITIAO,116.4279143,39.93253957,280,TONGZHOU BEIYUAN,116.631396,39.9026496,2944
26,DONGSI SHITIAO,116.4279143,39.93253957,283,COMMUNICATION UNIVERSITY OF CHINA,116.5490198,39.90820929,2233
26,DONGSI SHITIAO,116.4279143,39.93253957,285,LIYUAN,116.6628002,39.88256077,2928
26,DONGSI SHITIAO,116.4279143,39.93253957,286,LINHELI,116.6729512,39.87424812,2131
26,DONGSI SHITIAO,116.4279143,39.93253957,288,GUOYUAN,116.6407944,39.89224415,2582
27,JISHUITAN,116.3664839,39.94733224,1,MUXIDI,116.3313326,39.90614419,5279
27,JISHUITAN,116.3664839,39.94733224,2,GUCHENG,116.1844542,39.90615316,4215
27,JISHUITAN,116.3664839,39.94733224,3,TIAN'ANMENDONG,116.3952964,39.90633242,2354
27,JISHUITAN,116.3664839,39.94733224,5,YONG'ANLI,116.4443122,39.90717995,5751
27,JISHUITAN,116.3664839,39.94733224,6,WANSHOU LU,116.2889118,39.9062128,4800
27,JISHUITAN,116.3664839,39.94733224,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,5516
27,JISHUITAN,116.3664839,39.94733224,8,BABAOSHAN,116.229788,39.90620494,7073
27,JISHUITAN,116.3664839,39.94733224,9,YUQUAN LU,116.246972,39.90623347,6560
27,JISHUITAN,116.3664839,39.94733224,10,WANGFUJING,116.4053829,39.90671491,5894
27,JISHUITAN,116.3664839,39.94733224,11,PINGGUOYUAN,116.1718633,39.92493926,3496
27,JISHUITAN,116.3664839,39.94733224,12,NANLISHI LU,116.3464013,39.90589965,5422
27,JISHUITAN,116.3664839,39.94733224,13,WUKESONG,116.2682454,39.90627676,9173
27,JISHUITAN,116.3664839,39.94733224,14,FUXINGMEN,116.3509955,39.90587914,12734
27,JISHUITAN,116.3664839,39.94733224,15,JIANGUOMEN,116.4292136,39.90722615,10629
27,JISHUITAN,116.3664839,39.94733224,16,XIDAN,116.3692188,39.90584314,7366
27,JISHUITAN,116.3664839,39.94733224,17,DONGDAN,116.4127131,39.90691559,4370
27,JISHUITAN,116.3664839,39.94733224,18,MILITARY MUSEUM,116.3166219,39.90626108,5591
27,JISHUITAN,116.3664839,39.94733224,19,GUOMAO,116.4545695,39.90745797,10876
27,JISHUITAN,116.3664839,39.94733224,20,GONGZHUFEN,116.3041576,39.90643003,2633
27,JISHUITAN,116.3664839,39.94733224,21,DAWANG LU,116.4708955,39.9075473,11377
27,JISHUITAN,116.3664839,39.94733224,22,SIHUIDONG,116.5096417,39.90742897,4679
27,JISHUITAN,116.3664839,39.94733224,23,SIHUI,116.4895521,39.90752942,7026
27,JISHUITAN,116.3664839,39.94733224,24,ANDINGMEN,116.4019685,39.9477211,5671
27,JISHUITAN,116.3664839,39.94733224,25,HEPINGMEN,116.3779647,39.89873034,7540
27,JISHUITAN,116.3664839,39.94733224,26,DONGSI SHITIAO,116.4279143,39.93253957,15442
27,JISHUITAN,116.3664839,39.94733224,28,FUCHENGMEN,116.3500586,39.922394,19255
27,JISHUITAN,116.3664839,39.94733224,29,QIANMEN,116.3916529,39.89878415,11121
27,JISHUITAN,116.3664839,39.94733224,30,ZHANGCHUN JIE,116.3571623,39.89808465,18998
27,JISHUITAN,116.3664839,39.94733224,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,32151
27,JISHUITAN,116.3664839,39.94733224,32,XUANWUMEN,116.3681505,39.89841486,6682
27,JISHUITAN,116.3664839,39.94733224,33,XIZHIMEN,116.3486802,39.93936227,14283
27,JISHUITAN,116.3664839,39.94733224,34,LAMA TEMPLE,116.4104652,39.94749011,10315
27,JISHUITAN,116.3664839,39.94733224,35,CHONGWENMEN,116.4117659,39.89955765,16628
27,JISHUITAN,116.3664839,39.94733224,36,CHAOYANGMEN,116.427473,39.92315025,19469
27,JISHUITAN,116.3664839,39.94733224,37,CHEGONGZHUANG,116.3491259,39.93123702,6549
27,JISHUITAN,116.3664839,39.94733224,38,GULOUDAJIE,116.3876085,39.94687906,3750
27,JISHUITAN,116.3664839,39.94733224,39,DONGZHIMEN,116.4286341,39.94048014,35501
27,JISHUITAN,116.3664839,39.94733224,40,ZAOYUAN,116.3262217,39.75208593,2645
27,JISHUITAN,116.3664839,39.94733224,43,QINGYUAN LU,116.3262682,39.74136277,2550
27,JISHUITAN,116.3664839,39.94733224,44,LINGJING HUTONG,116.3675347,39.91468591,2404
27,JISHUITAN,116.3664839,39.94733224,45,TIANGONGYUAN,116.3138017,39.66902505,3322
27,JISHUITAN,116.3664839,39.94733224,46,RENMIN UNIVERSITY,116.3153886,39.96566542,2776
27,JISHUITAN,116.3664839,39.94733224,48,GONGYI XIQIAO,116.3645872,39.83493607,2896
27,JISHUITAN,116.3664839,39.94733224,49,MAJIAPU,116.3651602,39.85178825,2753
27,JISHUITAN,116.3664839,39.94733224,50,ZHONGGUANCUN,116.3103902,39.98277487,3109
27,JISHUITAN,116.3664839,39.94733224,52,TAORANTING,116.3681906,39.87715307,4351
27,JISHUITAN,116.3664839,39.94733224,53,XIHONGMEN,116.3224586,39.78843218,4224
27,JISHUITAN,116.3664839,39.94733224,54,HUANGCUN XIDAJIE,116.3263848,39.73039294,2883
27,JISHUITAN,116.3664839,39.94733224,59,BEIJING ZOO,116.3324398,39.93694434,3195
27,JISHUITAN,116.3664839,39.94733224,60,XINGONG,116.3593883,39.81101692,5052
27,JISHUITAN,116.3664839,39.94733224,61,BEIGONGMEN,116.2715417,40.00109282,2642
27,JISHUITAN,116.3664839,39.94733224,64,WEIGONGCUN,116.3171699,39.95637838,2889
27,JISHUITAN,116.3664839,39.94733224,66,CAISHIKOU,116.3682505,39.88790793,2091
27,JISHUITAN,116.3664839,39.94733224,67,NATIONAL LIBRARY,116.3191931,39.94181324,2598
27,JISHUITAN,116.3664839,39.94733224,68,HAIDIANHUANGZHUANG,116.3116649,39.97470492,3140
27,JISHUITAN,116.3664839,39.94733224,69,JIAOMEN WEST,116.3649343,39.84452533,2769
27,JISHUITAN,116.3664839,39.94733224,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,17183
27,JISHUITAN,116.3664839,39.94733224,72,LIUJIAYAO,116.4158731,39.85615782,4742
27,JISHUITAN,116.3664839,39.94733224,73,LISHUIQIAO SOUTH,116.4083217,40.04048875,2046
27,JISHUITAN,116.3664839,39.94733224,74,TEMPLE OF HEAVEN EAST GATE,116.4147024,39.88093622,4943
27,JISHUITAN,116.3664839,39.94733224,75,TIANTONGYUAN NORTH,116.406713,40.08191323,5674
27,JISHUITAN,116.3664839,39.94733224,76,BEIXINQIAO,116.4106491,39.93949396,2059
27,JISHUITAN,116.3664839,39.94733224,78,HEPINGLI BEIJIE,116.4123782,39.95715503,2968
27,JISHUITAN,116.3664839,39.94733224,80,BEIYUANLU NORTH,116.4118542,40.02921578,2602
27,JISHUITAN,116.3664839,39.94733224,82,DENGSHIKOU,116.4116173,39.91576721,4690
27,JISHUITAN,116.3664839,39.94733224,83,TIANTONGYUAN,116.4065705,40.07379572,4881
27,JISHUITAN,116.3664839,39.94733224,84,HUIXIN XIJIE BEIKOU,116.4108416,39.98652263,2203
27,JISHUITAN,116.3664839,39.94733224,85,DONGSI,116.4106396,39.92291323,2210
27,JISHUITAN,116.3664839,39.94733224,86,CIQIKOU,116.4132102,39.89175252,2260
27,JISHUITAN,116.3664839,39.94733224,88,SONGJIAZHUANG,116.4221974,39.84431807,6560
27,JISHUITAN,116.3664839,39.94733224,89,LISHUIQIAO,116.4056246,40.05155897,2424
27,JISHUITAN,116.3664839,39.94733224,90,PUHUANGYU,116.4161843,39.86415384,3757
27,JISHUITAN,116.3664839,39.94733224,92,CAOFANG,116.6102857,39.9235208,3703
27,JISHUITAN,116.3664839,39.94733224,95,DONGDAQIAO,116.4456658,39.92163632,6283
27,JISHUITAN,116.3664839,39.94733224,96,QINGNIAN LU,116.5109998,39.9219475,6554
27,JISHUITAN,116.3664839,39.94733224,99,BEIYUNHEXI,116.6822499,39.90196882,3040
27,JISHUITAN,116.3664839,39.94733224,100,SHILIPU,116.4960785,39.921824,3787
27,JISHUITAN,116.3664839,39.94733224,102,TONGZHOU BEIGUAN,116.6557478,39.91735694,3048
27,JISHUITAN,116.3664839,39.94733224,103,CHEGONGZHUANGXI,116.3379634,39.93107913,2992
27,JISHUITAN,116.3664839,39.94733224,104,HUANGQU,116.5725181,39.92324413,2680
27,JISHUITAN,116.3664839,39.94733224,106,DALIANPO,116.557871,39.92299787,2380
27,JISHUITAN,116.3664839,39.94733224,107,CHANGYING,116.5937924,39.92468758,3606
27,JISHUITAN,116.3664839,39.94733224,109,HUAYUANQIAO,116.3049819,39.93112843,2854
27,JISHUITAN,116.3664839,39.94733224,110,YANGZHUANG,116.1815668,39.92685429,3485
27,JISHUITAN,116.3664839,39.94733224,111,TIANCUN,116.2468652,39.92836065,2453
