oid,oname,olon,olat,did,dname,dlon,dlat,flow
1,MUXIDI,116.3313326,39.90614419,2,GUCHENG,116.1844542,39.90615316,5475
1,MUXIDI,116.3313326,39.90614419,3,TIAN'ANMENDONG,116.3952964,39.90633242,2544
1,MUXIDI,116.3313326,39.90614419,5,YONG'ANLI,116.4443122,39.90717995,3503
1,MUXIDI,116.3313326,39.90614419,6,WANSHOU LU,116.2889118,39.9062128,3155
1,MUXIDI,116.3313326,39.90614419,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,6216
1,MUXIDI,116.3313326,39.90614419,8,BABAOSHAN,116.229788,39.90620494,6734
1,MUXIDI,116.3313326,39.90614419,9,YUQUAN LU,116.246972,39.90623347,7052
1,MUXIDI,116.3313326,39.90614419,10,WANGFUJING,116.4053829,39.90671491,5204
1,MUXIDI,116.3313326,39.90614419,11,PINGGUOYUAN,116.1718633,39.92493926,7230
1,MUXIDI,116.3313326,39.90614419,13,WUKESONG,116.2682454,39.90627676,7094
1,MUXIDI,116.3313326,39.90614419,14,FUXINGMEN,116.3509955,39.90587914,2992
1,MUXIDI,116.3313326,39.90614419,15,JIANGUOMEN,116.4292136,39.90722615,2615
1,MUXIDI,116.3313326,39.90614419,16,XIDAN,116.3692188,39.90584314,9140
1,MUXIDI,116.3313326,39.90614419,17,DONGDAN,116.4127131,39.90691559,3211
1,MUXIDI,116.3313326,39.90614419,19,GUOMAO,116.4545695,39.90745797,6265
1,MUXIDI,116.3313326,39.90614419,21,DAWANG LU,116.4708955,39.9075473,5638
1,MUXIDI,116.3313326,39.90614419,22,SIHUIDONG,116.5096417,39.90742897,3021
1,MUXIDI,116.3313326,39.90614419,23,SIHUI,116.4895521,39.90752942,4345
1,MUXIDI,116.3313326,39.90614419,26,DONGSI SHITIAO,116.4279143,39.93253957,2111
1,MUXIDI,116.3313326,39.90614419,27,JISHUITAN,116.3664839,39.94733224,4314
1,MUXIDI,116.3313326,39.90614419,33,XIZHIMEN,116.3486802,39.93936227,2581
1,MUXIDI,116.3313326,39.90614419,35,CHONGWENMEN,116.4117659,39.89955765,2414
1,MUXIDI,116.3313326,39.90614419,36,CHAOYANGMEN,116.427473,39.92315025,2944
1,MUXIDI,116.3313326,39.90614419,39,DONGZHIMEN,116.4286341,39.94048014,5571
1,MUXIDI,116.3313326,39.90614419,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,6017
1,MUXIDI,116.3313326,39.90614419,75,TIANTONGYUAN NORTH,116.406713,40.08191323,2159
1,MUXIDI,116.3313326,39.90614419,177,LIULIQIAODONG,116.3092065,39.88604319,2067
1,MUXIDI,116.3313326,39.90614419,197,CAPITAL UNIVERSITY OF ECONOMICS & BUSINESS,116.3139406,39.84320189,2417
1,MUXIDI,116.3313326,39.90614419,280,TONGZHOU BEIYUAN,116.631396,39.9026496,2038
2,GUCHENG,116.1844542,39.90615316,1,MUXIDI,116.3313326,39.90614419,5543
2,GUCHENG,116.1844542,39.90615316,3,TIAN'ANMENDONG,116.3952964,39.90633242,2247
2,GUCHENG,116.1844542,39.90615316,5,YONG'ANLI,116.4443122,39.90717995,3571
2,GUCHENG,116.1844542,39.90615316,6,WANSHOU LU,116.2889118,39.9062128,7603
2,GUCHENG,116.1844542,39.90615316,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,2458
2,GUCHENG,116.1844542,39.90615316,8,BABAOSHAN,116.229788,39.90620494,4473
2,GUCHENG,116.1844542,39.90615316,9,YUQUAN LU,116.246972,39.90623347,10537
2,GUCHENG,116.1844542,39.90615316,10,WANGFUJING,116.4053829,39.90671491,6341
2,GUCHENG,116.1844542,39.90615316,11,PINGGUOYUAN,116.1718633,39.92493926,4548
2,GUCHENG,116.1844542,39.90615316,12,NANLISHI LU,116.3464013,39.90589965,8546
2,GUCHENG,116.1844542,39.90615316,13,WUKESONG,116.2682454,39.90627676,15140
2,GUCHENG,116.1844542,39.90615316,14,FUXINGMEN,116.3509955,39.90587914,7932
2,GUCHENG,116.1844542,39.90615316,15,JIANGUOMEN,116.4292136,39.90722615,3323
2,GUCHENG,116.1844542,39.90615316,16,XIDAN,116.3692188,39.90584314,9055
2,GUCHENG,116.1844542,39.90615316,17,DONGDAN,116.4127131,39.90691559,3447
2,GUCHENG,116.1844542,39.90615316,18,MILITARY MUSEUM,116.3166219,39.90626108,6136
2,GUCHENG,116.1844542,39.90615316,19,GUOMAO,116.4545695,39.90745797,5688
2,GUCHENG,116.1844542,39.90615316,20,GONGZHUFEN,116.3041576,39.90643003,6785
2,GUCHENG,116.1844542,39.90615316,21,DAWANG LU,116.4708955,39.9075473,5902
2,GUCHENG,116.1844542,39.90615316,22,SIHUIDONG,116.5096417,39.90742897,2744
2,GUCHENG,116.1844542,39.90615316,23,SIHUI,116.4895521,39.90752942,4041
2,GUCHENG,116.1844542,39.90615316,26,DONGSI SHITIAO,116.4279143,39.93253957,2132
2,GUCHENG,116.1844542,39.90615316,27,JISHUITAN,116.3664839,39.94733224,4249
2,GUCHENG,116.1844542,39.90615316,28,FUCHENGMEN,116.3500586,39.922394,2987
2,GUCHENG,116.1844542,39.90615316,30,ZHANGCHUN JIE,116.3571623,39.89808465,2174
2,GUCHENG,116.1844542,39.90615316,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,3809
2,GUCHENG,116.1844542,39.90615316,33,XIZHIMEN,116.3486802,39.93936227,3835
2,GUCHENG,116.1844542,39.90615316,35,CHONGWENMEN,116.4117659,39.89955765,2187
2,GUCHENG,116.1844542,39.90615316,36,CHAOYANGMEN,116.427473,39.92315025,2779
2,GUCHENG,116.1844542,39.90615316,39,DONGZHIMEN,116.4286341,39.94048014,4257
2,GUCHENG,116.1844542,39.90615316,67,NATIONAL LIBRARY,116.3191931,39.94181324,2089
2,GUCHENG,116.1844542,39.90615316,68,HAIDIANHUANGZHUANG,116.3116649,39.97470492,2306
2,GUCHENG,116.1844542,39.90615316,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,4750
2,GUCHENG,116.1844542,39.90615316,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,5199
2,GUCHENG,116.1844542,39.90615316,177,LIULIQIAODONG,116.3092065,39.88604319,2271
2,GUCHENG,116.1844542,39.90615316,179,FENGTAI KEJIYUAN,116.291168,39.82398434,2862
2,GUCHENG,116.1844542,39.90615316,187,CHANGCHUNQIAO,116.2879917,39.9573455,2275
2,GUCHENG,116.1844542,39.90615316,189,XITUCHENG,116.348068,39.97492379,2159
2,GUCHENG,116.1844542,39.90615316,200,SUZHOU JIE,116.3001828,39.97435776,3510
3,TIAN'ANMENDONG,116.3952964,39.90633242,1,MUXIDI,116.3313326,39.90614419,2348
3,TIAN'ANMENDONG,116.3952964,39.90633242,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,2581
3,TIAN'ANMENDONG,116.3952964,39.90633242,8,BABAOSHAN,116.229788,39.90620494,2836
3,TIAN'ANMENDONG,116.3952964,39.90633242,9,YUQUAN LU,116.246972,39.90623347,3124
3,TIAN'ANMENDONG,116.3952964,39.90633242,10,WANGFUJING,116.4053829,39.90671491,8497
3,TIAN'ANMENDONG,116.3952964,39.90633242,11,PINGGUOYUAN,116.1718633,39.92493926,3837
3,TIAN'ANMENDONG,116.3952964,39.90633242,13,WUKESONG,116.2682454,39.90627676,3937
3,TIAN'ANMENDONG,116.3952964,39.90633242,16,XIDAN,116.3692188,39.90584314,7103
3,TIAN'ANMENDONG,116.3952964,39.90633242,18,MILITARY MUSEUM,116.3166219,39.90626108,2569
3,TIAN'ANMENDONG,116.3952964,39.90633242,19,GUOMAO,116.4545695,39.90745797,3855
3,TIAN'ANMENDONG,116.3952964,39.90633242,21,DAWANG LU,116.4708955,39.9075473,4084
3,TIAN'ANMENDONG,116.3952964,39.90633242,22,SIHUIDONG,116.5096417,39.90742897,2192
3,TIAN'ANMENDONG,116.3952964,39.90633242,23,SIHUI,116.4895521,39.90752942,3180
3,TIAN'ANMENDONG,116.3952964,39.90633242,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,3702
3,TIAN'ANMENDONG,116.3952964,39.90633242,33,XIZHIMEN,116.3486802,39.93936227,2070
3,TIAN'ANMENDONG,116.3952964,39.90633242,35,CHONGWENMEN,116.4117659,39.89955765,2250
3,TIAN'ANMENDONG,116.3952964,39.90633242,39,DONGZHIMEN,116.4286341,39.94048014,4012
3,TIAN'ANMENDONG,116.3952964,39.90633242,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,3100
3,TIAN'ANMENDONG,116.3952964,39.90633242,75,TIANTONGYUAN NORTH,116.406713,40.08191323,2027
3,TIAN'ANMENDONG,116.3952964,39.90633242,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,3934
3,TIAN'ANMENDONG,116.3952964,39.90633242,280,TONGZHOU BEIYUAN,116.631396,39.9026496,2136
4,TIAN'ANMENXI,116.3854103,39.90606169,9,YUQUAN LU,116.246972,39.90623347,2421
4,TIAN'ANMENXI,116.3854103,39.90606169,10,WANGFUJING,116.4053829,39.90671491,3729
4,TIAN'ANMENXI,116.3854103,39.90606169,11,PINGGUOYUAN,116.1718633,39.92493926,2595
4,TIAN'ANMENXI,116.3854103,39.90606169,13,WUKESONG,116.2682454,39.90627676,2968
4,TIAN'ANMENXI,116.3854103,39.90606169,16,XIDAN,116.3692188,39.90584314,4195
5,YONG'ANLI,116.4443122,39.90717995,1,MUXIDI,116.3313326,39.90614419,3164
5,YONG'ANLI,116.4443122,39.90717995,2,GUCHENG,116.1844542,39.90615316,3016
5,YONG'ANLI,116.4443122,39.90717995,6,WANSHOU LU,116.2889118,39.9062128,3921
5,YONG'ANLI,116.4443122,39.90717995,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,4509
5,YONG'ANLI,116.4443122,39.90717995,8,BABAOSHAN,116.229788,39.90620494,5813
5,YONG'ANLI,116.4443122,39.90717995,9,YUQUAN LU,116.246972,39.90623347,6171
5,YONG'ANLI,116.4443122,39.90717995,10,WANGFUJING,116.4053829,39.90671491,6185
5,YONG'ANLI,116.4443122,39.90717995,11,PINGGUOYUAN,116.1718633,39.92493926,6397
5,YONG'ANLI,116.4443122,39.90717995,12,NANLISHI LU,116.3464013,39.90589965,4926
5,YONG'ANLI,116.4443122,39.90717995,13,WUKESONG,116.2682454,39.90627676,6506
5,YONG'ANLI,116.4443122,39.90717995,14,FUXINGMEN,116.3509955,39.90587914,3748
5,YONG'ANLI,116.4443122,39.90717995,16,XIDAN,116.3692188,39.90584314,7263
5,YONG'ANLI,116.4443122,39.90717995,17,DONGDAN,116.4127131,39.90691559,3411
5,YONG'ANLI,116.4443122,39.90717995,18,MILITARY MUSEUM,116.3166219,39.90626108,2810
5,YONG'ANLI,116.4443122,39.90717995,19,GUOMAO,116.4545695,39.90745797,3324
5,YONG'ANLI,116.4443122,39.90717995,20,GONGZHUFEN,116.3041576,39.90643003,2356
5,YONG'ANLI,116.4443122,39.90717995,21,DAWANG LU,116.4708955,39.9075473,10875
5,YONG'ANLI,116.4443122,39.90717995,22,SIHUIDONG,116.5096417,39.90742897,11280
5,YONG'ANLI,116.4443122,39.90717995,23,SIHUI,116.4895521,39.90752942,11835
5,YONG'ANLI,116.4443122,39.90717995,26,DONGSI SHITIAO,116.4279143,39.93253957,2350
5,YONG'ANLI,116.4443122,39.90717995,27,JISHUITAN,116.3664839,39.94733224,5199
5,YONG'ANLI,116.4443122,39.90717995,28,FUCHENGMEN,116.3500586,39.922394,2407
5,YONG'ANLI,116.4443122,39.90717995,30,ZHANGCHUN JIE,116.3571623,39.89808465,2925
5,YONG'ANLI,116.4443122,39.90717995,33,XIZHIMEN,116.3486802,39.93936227,3467
5,YONG'ANLI,116.4443122,39.90717995,35,CHONGWENMEN,116.4117659,39.89955765,3729
5,YONG'ANLI,116.4443122,39.90717995,36,CHAOYANGMEN,116.427473,39.92315025,2497
5,YONG'ANLI,116.4443122,39.90717995,39,DONGZHIMEN,116.4286341,39.94048014,6762
5,YONG'ANLI,116.4443122,39.90717995,52,TAORANTING,116.3681906,39.87715307,2047
5,YONG'ANLI,116.4443122,39.90717995,53,XIHONGMEN,116.3224586,39.78843218,2226
5,YONG'ANLI,116.4443122,39.90717995,60,XINGONG,116.3593883,39.81101692,2405
5,YONG'ANLI,116.4443122,39.90717995,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,4796
5,YONG'ANLI,116.4443122,39.90717995,72,LIUJIAYAO,116.4158731,39.85615782,2581
5,YONG'ANLI,116.4443122,39.90717995,75,TIANTONGYUAN NORTH,116.406713,40.08191323,3904
5,YONG'ANLI,116.4443122,39.90717995,83,TIANTONGYUAN,116.4065705,40.07379572,3910
5,YONG'ANLI,116.4443122,39.90717995,84,HUIXIN XIJIE BEIKOU,116.4108416,39.98652263,2125
5,YONG'ANLI,116.4443122,39.90717995,88,SONGJIAZHUANG,116.4221974,39.84431807,4604
5,YONG'ANLI,116.4443122,39.90717995,89,LISHUIQIAO,116.4056246,40.05155897,2292
5,YONG'ANLI,116.4443122,39.90717995,90,PUHUANGYU,116.4161843,39.86415384,2489
5,YONG'ANLI,116.4443122,39.90717995,92,CAOFANG,116.6102857,39.9235208,2105
5,YONG'ANLI,116.4443122,39.90717995,96,QINGNIAN LU,116.5109998,39.9219475,2056
5,YONG'ANLI,116.4443122,39.90717995,107,CHANGYING,116.5937924,39.92468758,2149
5,YONG'ANLI,116.4443122,39.90717995,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,3364
5,YONG'ANLI,116.4443122,39.90717995,144,SHUANGJING,116.4563824,39.89218894,2799
5,YONG'ANLI,116.4443122,39.90717995,145,JIULONGSHAN,116.4720254,39.89224055,2531
5,YONG'ANLI,116.4443122,39.90717995,177,LIULIQIAODONG,116.3092065,39.88604319,2984
5,YONG'ANLI,116.4443122,39.90717995,191,JINGSONG,116.4552348,39.88304232,3905
5,YONG'ANLI,116.4443122,39.90717995,199,CHENGSHOUSI,116.4415381,39.84437995,2216
5,YONG'ANLI,116.4443122,39.90717995,203,PANJIAYUAN,116.4549629,39.87455104,3214
5,YONG'ANLI,116.4443122,39.90717995,213,SHILIHE,116.4522277,39.86452173,4429
5,YONG'ANLI,116.4443122,39.90717995,229,JIANGTAI,116.4839675,39.96971125,3117
5,YONG'ANLI,116.4443122,39.90717995,238,BEIJING UNIVERSITY OF TECHNOLOGY WEST GATE,116.471326,39.87394851,2189
5,YONG'ANLI,116.4443122,39.90717995,279,SHUANGQIAO,116.5709349,39.90918577,7121
5,YONG'ANLI,116.4443122,39.90717995,280,TONGZHOU BEIYUAN,116.631396,39.9026496,5969
5,YONG'ANLI,116.4443122,39.90717995,281,TUQIAO,116.680155,39.87083108,5392
5,YONG'ANLI,116.4443122,39.90717995,283,COMMUNICATION UNIVERSITY OF CHINA,116.5490198,39.90820929,6633
5,YONG'ANLI,116.4443122,39.90717995,285,LIYUAN,116.6628002,39.88256077,7669
5,YONG'ANLI,116.4443122,39.90717995,286,LINHELI,116.6729512,39.87424812,5327
5,YONG'ANLI,116.4443122,39.90717995,287,JIUKESHU,116.651609,39.88913972,4639
5,YONG'ANLI,116.4443122,39.90717995,288,GUOYUAN,116.6407944,39.89224415,4951
5,YONG'ANLI,116.4443122,39.90717995,289,GUANZHUANG,116.5935534,39.9080535,5693
6,WANSHOU LU,116.2889118,39.9062128,1,MUXIDI,116.3313326,39.90614419,3762
6,WANSHOU LU,116.2889118,39.9062128,2,GUCHENG,116.1844542,39.90615316,8944
6,WANSHOU LU,116.2889118,39.9062128,3,TIAN'ANMENDONG,116.3952964,39.90633242,2158
6,WANSHOU LU,116.2889118,39.9062128,5,YONG'ANLI,116.4443122,39.90717995,4010
6,WANSHOU LU,116.2889118,39.9062128,7,BAJIAO YOULEYUAN,116.2067171,39.90616324,7251
6,WANSHOU LU,116.2889118,39.9062128,8,BABAOSHAN,116.229788,39.90620494,7130
6,WANSHOU LU,116.2889118,39.9062128,9,YUQUAN LU,116.246972,39.90623347,8171
6,WANSHOU LU,116.2889118,39.9062128,10,WANGFUJING,116.4053829,39.90671491,7046
6,WANSHOU LU,116.2889118,39.9062128,11,PINGGUOYUAN,116.1718633,39.92493926,13034
6,WANSHOU LU,116.2889118,39.9062128,12,NANLISHI LU,116.3464013,39.90589965,4617
6,WANSHOU LU,116.2889118,39.9062128,13,WUKESONG,116.2682454,39.90627676,5907
6,WANSHOU LU,116.2889118,39.9062128,14,FUXINGMEN,116.3509955,39.90587914,7200
6,WANSHOU LU,116.2889118,39.9062128,15,JIANGUOMEN,116.4292136,39.90722615,3706
6,WANSHOU LU,116.2889118,39.9062128,16,XIDAN,116.3692188,39.90584314,10607
6,WANSHOU LU,116.2889118,39.9062128,17,DONGDAN,116.4127131,39.90691559,4008
6,WANSHOU LU,116.2889118,39.9062128,18,MILITARY MUSEUM,116.3166219,39.90626108,3557
6,WANSHOU LU,116.2889118,39.9062128,19,GUOMAO,116.4545695,39.90745797,6754
6,WANSHOU LU,116.2889118,39.9062128,21,DAWANG LU,116.4708955,39.9075473,6934
6,WANSHOU LU,116.2889118,39.9062128,22,SIHUIDONG,116.5096417,39.90742897,2875
6,WANSHOU LU,116.2889118,39.9062128,23,SIHUI,116.4895521,39.90752942,4007
6,WANSHOU LU,116.2889118,39.9062128,26,DONGSI SHITIAO,116.4279143,39.93253957,2487
6,WANSHOU LU,116.2889118,39.9062128,27,JISHUITAN,116.3664839,39.94733224,4513
6,WANSHOU LU,116.2889118,39.9062128,28,FUCHENGMEN,116.3500586,39.922394,2614
6,WANSHOU LU,116.2889118,39.9062128,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,2803
6,WANSHOU LU,116.2889118,39.9062128,33,XIZHIMEN,116.3486802,39.93936227,3308
6,WANSHOU LU,116.2889118,39.9062128,35,CHONGWENMEN,116.4117659,39.89955765,2627
6,WANSHOU LU,116.2889118,39.9062128,36,CHAOYANGMEN,116.427473,39.92315025,3301
6,WANSHOU LU,116.2889118,39.9062128,39,DONGZHIMEN,116.4286341,39.94048014,5358
6,WANSHOU LU,116.2889118,39.9062128,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,4797
6,WANSHOU LU,116.2889118,39.9062128,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,2158
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,1,MUXIDI,116.3313326,39.90614419,6627
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,2,GUCHENG,116.1844542,39.90615316,2251
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,3,TIAN'ANMENDONG,116.3952964,39.90633242,2389
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,5,YONG'ANLI,116.4443122,39.90717995,4699
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,6,WANSHOU LU,116.2889118,39.9062128,6499
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,9,YUQUAN LU,116.246972,39.90623347,3862
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,10,WANGFUJING,116.4053829,39.90671491,6822
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,11,PINGGUOYUAN,116.1718633,39.92493926,7331
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,12,NANLISHI LU,116.3464013,39.90589965,9419
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,13,WUKESONG,116.2682454,39.90627676,14897
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,14,FUXINGMEN,116.3509955,39.90587914,7651
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,15,JIANGUOMEN,116.4292136,39.90722615,3752
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,16,XIDAN,116.3692188,39.90584314,10555
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,17,DONGDAN,116.4127131,39.90691559,3508
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,18,MILITARY MUSEUM,116.3166219,39.90626108,6565
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,19,GUOMAO,116.4545695,39.90745797,6481
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,20,GONGZHUFEN,116.3041576,39.90643003,6014
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,21,DAWANG LU,116.4708955,39.9075473,6530
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,22,SIHUIDONG,116.5096417,39.90742897,2670
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,23,SIHUI,116.4895521,39.90752942,4535
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,26,DONGSI SHITIAO,116.4279143,39.93253957,2663
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,27,JISHUITAN,116.3664839,39.94733224,5655
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,28,FUCHENGMEN,116.3500586,39.922394,3678
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,30,ZHANGCHUN JIE,116.3571623,39.89808465,2081
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,4149
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,32,XUANWUMEN,116.3681505,39.89841486,2005
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,33,XIZHIMEN,116.3486802,39.93936227,4447
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,35,CHONGWENMEN,116.4117659,39.89955765,2859
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,36,CHAOYANGMEN,116.427473,39.92315025,3650
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,37,CHEGONGZHUANG,116.3491259,39.93123702,2803
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,39,DONGZHIMEN,116.4286341,39.94048014,6306
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,67,NATIONAL LIBRARY,116.3191931,39.94181324,2100
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,68,HAIDIANHUANGZHUANG,116.3116649,39.97470492,2750
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,4969
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,115,BAISHIQIAONAN,116.3189878,39.93151271,2349
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,3891
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,175,BAIDUIZI,116.3196577,39.92266297,2125
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,177,LIULIQIAODONG,116.3092065,39.88604319,2169
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,179,FENGTAI KEJIYUAN,116.291168,39.82398434,2465
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,184,XIDIAOYUTAI,116.2917071,39.92218294,2021
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,187,CHANGCHUNQIAO,116.2879917,39.9573455,2654
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,189,XITUCHENG,116.348068,39.97492379,2665
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,200,SUZHOU JIE,116.3001828,39.97435776,3772
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,206,MUDANYUAN,116.3635979,39.97499995,2089
7,BAJIAO YOULEYUAN,116.2067171,39.90616324,229,JIANGTAI,116.4839675,39.96971125,2009
8,BABAOSHAN,116.229788,39.90620494,1,MUXIDI,116.3313326,39.90614419,7910
8,BABAOSHAN,116.229788,39.90620494,2,GUCHENG,116.1844542,39.90615316,4830
8,BABAOSHAN,116.229788,39.90620494,3,TIAN'ANMENDONG,116.3952964,39.90633242,3191
8,BABAOSHAN,116.229788,39.90620494,4,TIAN'ANMENXI,116.3854103,39.90606169,2017
8,BABAOSHAN,116.229788,39.90620494,5,YONG'ANLI,116.4443122,39.90717995,6526
8,BABAOSHAN,116.229788,39.90620494,6,WANSHOU LU,116.2889118,39.9062128,7666
8,BABAOSHAN,116.229788,39.90620494,10,WANGFUJING,116.4053829,39.90671491,8881
8,BABAOSHAN,116.229788,39.90620494,11,PINGGUOYUAN,116.1718633,39.92493926,8945
8,BABAOSHAN,116.229788,39.90620494,12,NANLISHI LU,116.3464013,39.90589965,11878
8,BABAOSHAN,116.229788,39.90620494,13,WUKESONG,116.2682454,39.90627676,11158
8,BABAOSHAN,116.229788,39.90620494,14,FUXINGMEN,116.3509955,39.90587914,12691
8,BABAOSHAN,116.229788,39.90620494,15,JIANGUOMEN,116.4292136,39.90722615,5696
8,BABAOSHAN,116.229788,39.90620494,16,XIDAN,116.3692188,39.90584314,15035
8,BABAOSHAN,116.229788,39.90620494,17,DONGDAN,116.4127131,39.90691559,5697
8,BABAOSHAN,116.229788,39.90620494,18,MILITARY MUSEUM,116.3166219,39.90626108,7479
8,BABAOSHAN,116.229788,39.90620494,19,GUOMAO,116.4545695,39.90745797,9084
8,BABAOSHAN,116.229788,39.90620494,20,GONGZHUFEN,116.3041576,39.90643003,6480
8,BABAOSHAN,116.229788,39.90620494,21,DAWANG LU,116.4708955,39.9075473,9811
8,BABAOSHAN,116.229788,39.90620494,22,SIHUIDONG,116.5096417,39.90742897,3935
8,BABAOSHAN,116.229788,39.90620494,23,SIHUI,116.4895521,39.90752942,6094
8,BABAOSHAN,116.229788,39.90620494,24,ANDINGMEN,116.4019685,39.9477211,2118
8,BABAOSHAN,116.229788,39.90620494,26,DONGSI SHITIAO,116.4279143,39.93253957,4360
8,BABAOSHAN,116.229788,39.90620494,27,JISHUITAN,116.3664839,39.94733224,7101
8,BABAOSHAN,116.229788,39.90620494,28,FUCHENGMEN,116.3500586,39.922394,5222
8,BABAOSHAN,116.229788,39.90620494,30,ZHANGCHUN JIE,116.3571623,39.89808465,3126
8,BABAOSHAN,116.229788,39.90620494,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,5031
8,BABAOSHAN,116.229788,39.90620494,32,XUANWUMEN,116.3681505,39.89841486,2528
8,BABAOSHAN,116.229788,39.90620494,33,XIZHIMEN,116.3486802,39.93936227,6042
8,BABAOSHAN,116.229788,39.90620494,34,LAMA TEMPLE,116.4104652,39.94749011,2485
8,BABAOSHAN,116.229788,39.90620494,35,CHONGWENMEN,116.4117659,39.89955765,3883
8,BABAOSHAN,116.229788,39.90620494,36,CHAOYANGMEN,116.427473,39.92315025,5718
8,BABAOSHAN,116.229788,39.90620494,37,CHEGONGZHUANG,116.3491259,39.93123702,3671
8,BABAOSHAN,116.229788,39.90620494,39,DONGZHIMEN,116.4286341,39.94048014,7290
8,BABAOSHAN,116.229788,39.90620494,46,RENMIN UNIVERSITY,116.3153886,39.96566542,2718
8,BABAOSHAN,116.229788,39.90620494,50,ZHONGGUANCUN,116.3103902,39.98277487,2430
8,BABAOSHAN,116.229788,39.90620494,64,WEIGONGCUN,116.3171699,39.95637838,2650
8,BABAOSHAN,116.229788,39.90620494,67,NATIONAL LIBRARY,116.3191931,39.94181324,3376
8,BABAOSHAN,116.229788,39.90620494,68,HAIDIANHUANGZHUANG,116.3116649,39.97470492,4282
8,BABAOSHAN,116.229788,39.90620494,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,6232
8,BABAOSHAN,116.229788,39.90620494,75,TIANTONGYUAN NORTH,116.406713,40.08191323,2045
8,BABAOSHAN,116.229788,39.90620494,88,SONGJIAZHUANG,116.4221974,39.84431807,2012
8,BABAOSHAN,116.229788,39.90620494,115,BAISHIQIAONAN,116.3189878,39.93151271,3347
8,BABAOSHAN,116.229788,39.90620494,143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,3263
8,BABAOSHAN,116.229788,39.90620494,175,BAIDUIZI,116.3196577,39.92266297,2627
8,BABAOSHAN,116.229788,39.90620494,179,FENGTAI KEJIYUAN,116.291168,39.82398434,2506
